x,zetaTime_1e-05,zetaRate_1e-05,zeta
-5.4492e+06,NaN,NaN,4.7818e-22
-5.4297e+06,NaN,NaN,1.0425e-21
-5.4102e+06,NaN,NaN,2.2719e-21
-5.3906e+06,NaN,NaN,4.9492e-21
-5.3711e+06,NaN,NaN,1.0777e-20
-5.3516e+06,NaN,NaN,2.3459e-20
-5.332e+06,NaN,NaN,5.104e-20
-5.3125e+06,NaN,NaN,1.11e-19
-5.293e+06,NaN,NaN,2.4131e-19
-5.2734e+06,NaN,NaN,5.2436e-19
-5.2539e+06,NaN,NaN,1.1389e-18
-5.2344e+06,NaN,NaN,2.4725e-18
-5.2148e+06,NaN,NaN,5.3652e-18
-5.1953e+06,NaN,NaN,1.1636e-17
-5.1758e+06,NaN,NaN,2.5226e-17
-5.1563e+06,NaN,NaN,5.4658e-17
-5.1367e+06,NaN,NaN,1.1837e-16
-5.1172e+06,NaN,NaN,2.5621e-16
-5.0977e+06,NaN,NaN,5.5427e-16
-5.0781e+06,NaN,NaN,1.1984e-15
-5.0586e+06,NaN,NaN,2.5896e-15
-5.0391e+06,NaN,NaN,5.5926e-15
-5.0195e+06,NaN,NaN,1.2071e-14
-5e+06,NaN,NaN,2.6036e-14
-4.9805e+06,NaN,NaN,5.6123e-14
-4.9609e+06,NaN,NaN,1.209e-13
-4.9414e+06,NaN,NaN,2.6027e-13
-4.9219e+06,NaN,NaN,5.5989e-13
-4.9023e+06,NaN,NaN,1.2036e-12
-4.8828e+06,NaN,NaN,2.5853e-12
-4.8633e+06,NaN,NaN,5.5489e-12
-4.8438e+06,NaN,NaN,1.19e-11
-4.8242e+06,NaN,NaN,2.55e-11
-4.8047e+06,NaN,NaN,5.4593e-11
-4.7852e+06,NaN,NaN,1.1677e-10
-4.7656e+06,NaN,NaN,2.4953e-10
-4.7461e+06,NaN,NaN,5.327e-10
-4.7266e+06,NaN,NaN,1.136e-09
-4.707e+06,NaN,NaN,2.4199e-09
-4.6875e+06,NaN,NaN,5.149e-09
-4.668e+06,NaN,NaN,1.0942e-08
-4.6484e+06,NaN,NaN,2.3224e-08
-4.6289e+06,NaN,NaN,4.9223e-08
-4.6094e+06,NaN,NaN,1.0418e-07
-4.5898e+06,NaN,NaN,2.2015e-07
-4.5703e+06,NaN,NaN,4.6445e-07
-4.5508e+06,NaN,NaN,9.7814e-07
-4.5313e+06,NaN,NaN,2.0561e-06
-4.5117e+06,NaN,NaN,4.3132e-06
-4.4922e+06,NaN,NaN,9.028e-06
-4.4727e+06,NaN,NaN,1.8852e-05
-4.4531e+06,NaN,NaN,3.9261e-05
-4.4336e+06,NaN,NaN,8.1531e-05
-4.4141e+06,NaN,NaN,0.00016877
-4.3945e+06,NaN,NaN,0.00034809
-4.375e+06,NaN,NaN,0.000715
-4.3555e+06,NaN,NaN,0.0014616
-4.3359e+06,NaN,NaN,0.00297
-4.3164e+06,NaN,NaN,0.0059898
-4.2969e+06,NaN,NaN,0.011954
-4.2773e+06,NaN,NaN,0.023492
-4.2578e+06,NaN,NaN,0.045062
-4.2383e+06,NaN,NaN,0.08311
-4.2188e+06,NaN,NaN,0.14403
-4.1992e+06,NaN,NaN,0.22777
-4.1797e+06,NaN,NaN,0.32067
-4.1602e+06,NaN,NaN,0.39998
-4.1406e+06,NaN,NaN,0.45093
-4.1211e+06,NaN,NaN,0.47475
-4.1016e+06,NaN,NaN,0.48097
-4.082e+06,NaN,NaN,0.47854
-4.0625e+06,NaN,NaN,0.47299
-4.043e+06,NaN,NaN,0.46704
-4.0234e+06,NaN,NaN,0.46174
-4.0039e+06,NaN,NaN,0.4574
-3.9844e+06,NaN,NaN,0.45396
-3.9648e+06,NaN,NaN,0.4513
-3.9453e+06,NaN,NaN,0.44925
