0,0,0.141972579,49.29505814,0.429013711,0.70494186,1,0.704878442,2.87E-02,49.20348837,0,0,0.485643389,0.796511628,1
0,2.00E-02,0.170393263,49.31808968,0.414803369,0.681910324,1,0.8433071,7.83E-02,49.24356622,0,0,0.460832045,0.756433777,1
0,4.00E-02,0.192316207,49.33587029,0.403841896,0.664129714,1,0.949493861,0.103672655,49.26405468,0,0,0.448163672,0.735945322,1
0,6.00E-02,0.210834328,49.35089941,0.394582836,0.649100594,1,1.03879022,0.123256697,49.27990292,0,0,0.438371652,0.720097081,1
0,8.00E-02,0.227164864,49.3641607,0.386417568,0.635839297,1,1.117237272,0.139813277,49.29330917,0,0,0.430093361,0.706690834,1
0,0.1,0.241936694,49.37616239,0.379031653,0.623837615,1,1.187955829,0.154420991,49.30514343,0,0,0.422789505,0.694856572,1
0,0.12,0.255525032,49.38720767,0.372237484,0.612792331,1,1.252807728,0.167638553,49.31585637,0,0,0.416180723,0.684143626,1
0,0.14,0.268175067,49.3974947,0.365912467,0.602505304,1,1.313009488,0.179799841,49.32571731,0,0,0.41010008,0.674282687,1
0,0.16,0.280057461,49.40716138,0.35997127,0.59283862,1,1.369407802,0.191123255,49.33490241,0,0,0.404438372,0.665097588,1
0,0.18,0.291296672,49.4163083,0.354351664,0.583691703,1,1.422620063,0.201760932,49.34353438,0,0,0.399119534,0.656465615,1
0,0.2,0.30198677,49.42501147,0.349006615,0.574988532,1,1.473112889,0.211823878,49.35170277,0,0,0.394088061,0.648297229,1
0,0.22,0.312200912,49.43333001,0.343899544,0.566669988,1,1.521249124,0.221396037,49.35947528,0,0,0.389301982,0.640524718,1
0,0.24,0.321997323,49.44131098,0.339001338,0.55868902,1,1.567317531,0.230542713,49.36690459,0,0,0.384728644,0.633095408,1
0,0.26,0.331423245,49.44899255,0.334288378,0.55100745,1,1.611552376,0.239315896,49.37403264,0,0,0.380342052,0.625967363,1
0,0.28,0.340517633,49.4564062,0.329741184,0.543593797,1,1.654146826,0.247757779,49.38089345,0,0,0.37612111,0.619106549,1
0,0.3,0.34931306,49.46357826,0.32534347,0.53642174,1,1.695262381,0.255903164,49.3875151,0,0,0.372048418,0.612484895,1
0,0.32,0.357837092,49.470531,0.321081454,0.529469001,1,1.735035697,0.263781155,49.39392107,0,0,0.368109423,0.606078926,1
0,0.34,0.3661133,49.47728347,0.31694335,0.522716532,1,1.773583629,0.271416383,49.40013123,0,0,0.364291808,0.599868771,1
0,0.36,0.374162031,49.48385211,0.312918984,0.516147892,1,1.811007027,0.278829919,49.40616256,0,0,0.360585041,0.593837438,1
