0.,.3666666666666667e-1*1[1],.1774997758291771e-1,48.41481812698177,.9822500224170823,1.585181873018227,true,10.92715361599686,.1360424772220782e-1,48.40834061475949,0.,0.,.9863957522777922,1.591659385240510,true
.2933333333333334e-2,.3666666666666667e-1*1[1],.1511695657743245,49.25864823107529,.4515055501200402,.7413517689247064,true,19.60420126074438,.1116572026669526,49.25790606097512,.5668238422365623e-1,.9306851858003188e-1,.3952819794906271,.6490254204448534,true
.3666666666666667e-2,.3666666666666667e-1*1[1],.2462374682619854,49.40884859041631,.3589345389228641,.5911514095836894,true,31.83972689108705,.1864395048826301,49.39718601334369,0.,0.,.3661022228028164,.6028139866563107,true
.4400000000000000e-2,.3666666666666667e-1*1[1],.3432849790131924,49.53263184822217,.2830668193908654,.4673681517778310,true,40.07973804014837,.2721299922505644,49.51298624751786,0.,0.,.2950824355740955,.4870137524821422,true
.5133333333333334e-2,.3666666666666667e-1*1[1],.4359147434624917,49.63258517661456,.2220808096604363,.3674148233854377,true,45.95028358097957,.3552216208218238,49.60673747802380,0.,0.,.2378280906804748,.3932625219761984,true
.5866666666666667e-2,.3666666666666667e-1*1[1],.5236453362622816,49.71399164525081,.1725922694701878,.2860083547491931,true,50.40870731082318,.4341587883427923,49.68293998167754,0.,0.,.1914500340193560,.3170600183224596,true
.6600000000000001e-2,.3666666666666667e-1*1[1],.6071826525318236,49.78126460496940,.1318179018349585,.2187353950305984,true,53.98173446597022,.5093061344715008,49.74572995287383,0.,0.,.1533418329776560,.2542700471261719,true
.7333333333333334e-2,.3666666666666667e-1*1[1],.6873201995896209,49.83767464415986,.9771243762824348e-1,.1623253558401387,true,56.97023255914790,.5813203657404291,49.79823059703413,0.,0.,.1215521518818109,.2017694029658712,true
.8066666666666667e-2,.3666666666666667e-1*1[1],.7647262999099798,49.88560651825745,.6879347955848545e-1,.1143934817425464,true,59.55531839454926,.6508000061673006,49.84272518679668,0.,0.,.9466264893055102e-1,.1572748132033222,true
.8800000000000001e-2,.3666666666666667e-1*1[1],.8399280534396187,49.92681426424143,.4397580949461024e-1,.7318573575856901e-1,true,61.85135836971830,.7182295292303674,49.88089015338198,0.,0.,.7163656036516084e-1,.1191098466180235,true
.9533333333333334e-2,.3666666666666667e-1*1[1],.9133349809948067,49.96260785527352,.2245207746248532e-1,.3739214472647929e-1,true,63.93356555126220,.7839892383858646,49.91397375941256,0.,0.,.5170470357785157e-1,.8602624058743626e-1,true
